sampleID,pond,doy,year,time,depth_m,temp_C,do_sat,do_mgl,spcond_uScm,pH,chl_ugl,pc_ugl,
P23-184-S0-C,Strickers,184,2023,1:04,0,31.1,325.7,24,758,NA,95.07,8.97,
P23-184-S0-C,Strickers,184,2023,1:04,0.25,29.5,299.8,22.74,754,NA,154.31,13.5,
P23-184-S0-C,Strickers,184,2023,1:04,0.5,26.1,52.2,3.85,702,NA,355.82,27.26,
P23-184-T0-C,Tiedemans,184,2023,9:18,0,25.6,90.6,7.39,885,NA,280.06,8.26,
P23-184-T0-C,Tiedemans,184,2023,9:18,0.25,25,67.2,5.55,889,NA,408.93,11.61,
P23-184-T0-C,Tiedemans,184,2023,9:18,0.5,24.3,31.8,2.49,886,NA,389.44,10.64,
P23-184-W0-C,LakeviewWest,184,2023,2:47,0,32.5,146.2,10.57,466.9,NA,30.09,1.05,
P23-184-W0-C,LakeviewWest,184,2023,2:47,0.25,30.4,164.2,12.37,463.7,NA,42.86,1.56,
P23-184-W0-C,LakeviewWest,184,2023,2:47,0.5,27.9,142.8,11.24,459.5,NA,64.91,2.2,
P23-184-W0-C,LakeviewWest,184,2023,2:47,0.75,26.6,100.2,8,461.3,NA,163.4,5.02,
P23-184-W0-C,LakeviewWest,184,2023,2:47,1,26.3,54.7,4.41,462.4,NA,426.6,16.46,
P23-186-S0-C,Strickers,186,2023,11:41,0,30,279.2,21.01,719,NA,164.4,15.82,
P23-186-S0-C,Strickers,186,2023,11:41,0.25,29.4,212.18,16.87,709,NA,204.76,24.21,
P23-186-S0-C,Strickers,186,2023,11:41,0.5,27.9,49.8,3.82,700,NA,404.92,26.45,
P23-186-T0-C,Tiedemans,186,2023,11:00,0,29.7,154.8,11.77,918,NA,208.7,7.79,
P23-186-T0-C,Tiedemans,186,2023,11:00,0.25,28.1,132.4,10.3,914,NA,221.16,7.68,
P23-186-T0-C,Tiedemans,186,2023,11:00,0.5,26.5,39,3.13,912,NA,311.25,9.5,
P23-186-W0-C,LakeviewWest,186,2023,12:19,0,30.4,191.5,14.37,467.4,NA,55.5,3,
P23-186-W0-C,LakeviewWest,186,2023,12:19,0.25,30,189.7,14.39,469.1,NA,73.85,3.06,
P23-186-W0-C,LakeviewWest,186,2023,12:19,0.5,28.5,152.3,11.78,467.3,NA,115.79,4.31,
P23-186-W0-C,LakeviewWest,186,2023,12:19,0.75,25,114.7,8.99,468.8,NA,157.79,5.68,
P23-186-W0-C,LakeviewWest,186,2023,12:19,1,27.5,34,2.7,472.2,NA,388.46,13.38,
P23-187-S0-C,Strickers,187,2023,9:35,0,25.2,77,6.32,523,NA,179.18,18.43,
P23-187-S0-C,Strickers,187,2023,9:35,0.25,25.2,79.1,6.5,521,NA,185.55,17.57,
P23-187-S0-C,Strickers,187,2023,9:35,0.5,25.1,52,4.24,526,NA,205.76,18.87,
P23-187-S0-C,Strickers,187,2023,9:35,0.75,25,5,0.41,542,NA,441.83,24.88,
P23-187-T0-C,Tiedemans,187,2023,9:05,0,21.5,29.7,2.51,256.5,NA,41.09,1.03,
P23-187-T0-C,Tiedemans,187,2023,9:05,0.25,21.3,29.8,2.64,257.7,NA,60.51,1.44,
P23-187-T0-C,Tiedemans,187,2023,9:05,0.5,21.1,25.3,2.24,266,NA,73.22,1.73,
P23-187-W0-C,LakeviewWest,187,2023,10:32,0,26.1,85.6,6.93,215.9,NA,110.25,3.93,
P23-187-W0-C,LakeviewWest,187,2023,10:32,0.25,25.8,71.4,6.41,215.9,NA,121.27,3.87,
P23-187-W0-C,LakeviewWest,187,2023,10:32,0.5,25.3,39.4,3.39,216.7,NA,108.92,3.49,
P23-187-W0-C,LakeviewWest,187,2023,10:32,0.75,25.2,20.1,1.64,217.6,NA,126.46,3.51,
P23-187-W0-C,LakeviewWest,187,2023,10:32,1,25.1,8.6,0.73,221,NA,155.06,4.2,
P23-191-F0-C,Forebay,191,2023,,0,21.3,97.5,8.63,582,NA,28.6,0.89,
P23-191-F0-C,Forebay,191,2023,,0.25,20.7,94.4,8.46,583,NA,34.17,0.87,
P23-191-S0-C,Strickers,191,2023,12:03,0,26.2,166.9,13.54,552,NA,206.31,18.02,
P23-191-S0-C,Strickers,191,2023,12:03,0.25,26.2,169.6,13.7,552,NA,183.03,18.93,
P23-191-S0-C,Strickers,191,2023,12:03,0.5,26.2,168.4,13.61,552,NA,198.83,18.94,
P23-191-S0-C,Strickers,191,2023,12:03,0.75,26.1,158.5,12.82,550,NA,345.52,20.84,
P23-191-W0-C,LakeviewWest,191,2023,1:37,0,29.5,228.2,17.42,241,NA,43.94,2.08,
P23-191-W0-C,LakeviewWest,191,2023,1:37,0.25,28.8,241.8,18.54,242.3,NA,61.05,2.62,
P23-191-W0-C,LakeviewWest,191,2023,1:37,0.5,26.4,238.8,19.35,240.6,NA,101.38,4.26,
P23-191-W0-C,LakeviewWest,191,2023,1:37,0.75,25.5,179.2,14.56,236.8,NA,199.85,7.42,
P23-191-W0-C,LakeviewWest,191,2023,1:37,1,25,129,9.67,237.4,NA,323,11,
P23-194-F0-C,Forebay,194,2023,10:45,0,21.5,50.7,4.47,138.9,NA,39.05,0.95,
P23-194-F0-C,Forebay,194,2023,10:45,0.25,20.5,48.6,4.37,136.9,NA,82.07,2.29,
P23-194-S0-C,Strickers,194,2023,12:12,0,23.2,113.7,9.7,428.1,NA,134.98,19.18,
P23-194-S0-C,Strickers,194,2023,12:12,0.25,23.2,116.4,9.95,427.8,NA,125.47,19.44,
P23-194-S0-C,Strickers,194,2023,12:12,0.5,22.9,107.3,9.2,427.3,NA,146.18,19.84,
P23-194-S0-C,Strickers,194,2023,12:12,0.75,22,70.7,6.14,428,NA,182.88,19.93,
P23-194-T0-C,Tiedemans,194,2023,9:17,0,19.2,25.8,2.39,140,NA,33.66,0.87,
P23-194-T0-C,Tiedemans,194,2023,9:17,0.25,19,23.3,2.18,139.9,NA,40.9,1.01,
P23-194-T0-C,Tiedemans,194,2023,9:17,0.5,18.8,20.4,1.9,139.3,NA,39.76,0.98,
P23-194-T0-C,Tiedemans,194,2023,9:17,0.75,18.8,18.2,1.71,141.3,NA,54.26,1.32,
P23-194-W0-C,LakeviewWest,194,2023,,0,25.8,128.4,10.45,119.4,NA,37.45,1.68,
P23-194-W0-C,LakeviewWest,194,2023,,0.25,24.4,129.7,10.83,120,NA,39.79,1.8,
P23-194-W0-C,LakeviewWest,194,2023,,0.5,22.6,126.2,10.9,119.2,NA,56.16,2.2,
P23-194-W0-C,LakeviewWest,194,2023,,0.75,21.4,79,7.05,117.4,NA,93.07,3.85,
P23-194-W0-C,LakeviewWest,194,2023,,1,21.2,43,3.78,120.8,NA,96.03,3.4,
P23-198-S0-C,Strickers,198,2023,10:14,0,24.3,146.7,12.21,189.4,NA,105.34,23.61,
P23-198-S0-C,Strickers,198,2023,10:14,0.25,24.3,146.1,12.26,384.3,NA,129.97,25.25,
P23-198-S0-C,Strickers,198,2023,10:14,0.5,24.3,146.2,12.12,383.9,NA,152.02,25.5,
P23-198-S0-C,Strickers,198,2023,10:14,0.75,24,113,9.59,382.9,NA,180.71,25.05,
P23-198-S0-C,Strickers,198,2023,10:14,1,23.8,93.8,7.86,382.1,NA,173.26,9.6,
P23-198-T0-C,Tiedemans,198,2023,9:02,0,21.8,67.7,5.93,425.5,NA,68.14,8.34,
P23-198-T0-C,Tiedemans,198,2023,9:02,0.25,21.8,68.3,5.97,425.9,NA,69.1,8.25,
P23-198-T0-C,Tiedemans,198,2023,9:02,0.5,21.6,67.1,5.91,428.9,NA,83.95,8.02,
P23-198-T0-C,Tiedemans,198,2023,9:02,0.75,21.5,60.5,5.36,428.3,NA,76.6,8.15,
P23-198-W0-C,LakeviewWest,198,2023,11:19,0,26.2,188.4,15.27,107.2,NA,40.85,2.22,
P23-198-W0-C,LakeviewWest,198,2023,11:19,0.25,25,190.1,15.75,107.9,NA,63.15,2.83,
P23-198-W0-C,LakeviewWest,198,2023,11:19,0.5,24.6,189.5,15.79,107.7,NA,80.44,3.71,
P23-198-W0-C,LakeviewWest,198,2023,11:19,0.75,23.9,145.2,12.31,105.5,NA,130.08,5.38,
P23-198-W0-C,LakeviewWest,198,2023,11:19,1,23.7,105.5,8.93,109.4,NA,256.48,10.41,
P23-199-E0-C,Elver,199,2023,14:10,0,26.9,110.1,8.77,434.5,NA,19.25,0.37,
P23-199-E0-C,Elver,199,2023,14:10,0.25,26.8,108.69,8.7,434.2,NA,25.07,0.47,
P23-199-E0-C,Elver,199,2023,14:10,0.5,24.2,111.5,9.33,430,NA,33.32,0.58,
P23-199-E0-C,Elver,199,2023,14:10,1,23,63,5.36,428.2,NA,49.72,0.95,
P23-199-E0-C,Elver,199,2023,14:10,1.5,22.4,10.5,0.92,438.8,NA,103.86,1.75,
P23-199-E0-C,Elver,199,2023,14:10,2,21.8,2.6,0.23,444.8,NA,168.92,3.45,
P23-199-E0-C,Elver,199,2023,14:10,2.5,20.8,1.6,0.15,459.3,NA,53.49,1.33,
P23-199-L0-C,Lakeview,199,2023,11:35,0,25.6,253.3,20.61,616,NA,14.25,0.27,
P23-199-L0-C,Lakeview,199,2023,11:35,0.25,24.6,218.2,18.33,622,NA,11.48,0.54,
P23-199-L0-C,Lakeview,199,2023,11:35,0.5,24,160.9,13.89,637,NA,3.97,0.19,
P23-199-L0-C,Lakeview,199,2023,11:35,0.75,23.5,140,11.87,640,NA,2.51,0.08,
P23-199-L0-C,Lakeview,199,2023,11:35,1,23.4,91.1,7.98,645,NA,4.59,0.03,
P23-199-O0-C,OrchidNorth,199,2023,9:48,0,24.1,128.2,10.7,352.6,NA,30.57,0.89,
P23-199-O0-C,OrchidNorth,199,2023,9:48,0.25,23.7,106.9,9,355,NA,83.92,2.18,
P23-199-O0-C,OrchidNorth,199,2023,9:48,0.5,23.3,97.3,8.3,354.1,NA,237.33,5.72,
P23-199-O0-C,OrchidNorth,199,2023,9:48,0.75,23.1,88.4,7.54,356.5,NA,68.96,1.47,
P23-199-O0-C,OrchidNorth,199,2023,9:48,1,22.8,98.6,8.5,360.7,NA,36.36,0.72,
P23-200-F0-S,Forebay,200,2023,9:56,0,22.3,24.5,2.11,193.3,NA,41.49,0.81,
P23-200-S0-C,Strickers,200,2023,11:19,0,24.7,196.6,16.31,391.2,NA,108.14,25.41,
P23-200-S0-C,Strickers,200,2023,11:19,0.25,24.7,194.5,16.19,395,NA,135.32,28.61,
P23-200-S0-C,Strickers,200,2023,11:19,0.5,24.5,174.1,14.62,391.2,NA,154.49,28.07,
P23-200-S0-C,Strickers,200,2023,11:19,0.75,23.6,97.7,8.32,387.2,NA,256.88,30.21,
P23-200-T0-C,Tiedemans,200,2023,8:34,0,22.9,43.2,3.73,220.2,NA,28.31,7.03,
P23-200-T0-C,Tiedemans,200,2023,8:34,0.25,22.8,32.3,2.79,453.9,NA,46.24,6.83,
P23-200-T0-C,Tiedemans,200,2023,8:34,0.5,22.7,27,2.32,453.5,NA,50.02,6.94,
P23-200-W0-C,LakeviewWest,200,2023,13:08,0,28.6,260.4,20.13,121.9,NA,28.72,2.32,
P23-200-W0-C,LakeviewWest,200,2023,13:08,0.25,28.2,272.8,21.25,122.7,NA,39.66,2.48,
P23-200-W0-C,LakeviewWest,200,2023,13:08,0.5,25,283.1,22.92,123.3,NA,71.56,3.7,
P23-200-W0-C,LakeviewWest,200,2023,13:08,0.75,24.6,239.6,20.22,116.3,NA,91.72,5.3,
P23-200-W0-C,LakeviewWest,200,2023,13:08,1,24.2,136.3,11.5,115.6,NA,417.65,13.36,
P23-208-F0-S,Forebay,208,2023,10:45,0,26.8,10.6,0.85,137.4,NA,74.41,1.68,
P23-208-S0-C,Strickers,208,2023,12:20,0,30.6,306.8,22.91,459.2,NA,102.92,29.81,
P23-208-S0-C,Strickers,208,2023,12:20,0.25,28.4,251.8,19.47,423.2,NA,161.33,34.77,
P23-208-S0-C,Strickers,208,2023,12:20,0.5,26.6,92.6,7.24,395.8,NA,156.91,35.12,
P23-208-S0-C,Strickers,208,2023,12:20,0.75,25.9,4.5,0.36,394.2,NA,394,48.26,
P23-208-T0-C,Tiedemans,208,2023,9:17,0,27.2,152.8,12.09,480.4,NA,90.03,14.39,
P23-208-T0-C,Tiedemans,208,2023,9:17,0.25,26.9,105.3,8.31,477.5,NA,101.69,12.6,
P23-208-T0-C,Tiedemans,208,2023,9:17,0.5,26,26.9,2.2,477.7,NA,112.66,13.06,
P23-208-T0-C,Tiedemans,208,2023,9:17,0.75,25.7,10.6,0.91,475.7,NA,122.34,12.84,
P23-208-W0-C,LakeviewWest,208,2023,,0,32.8,206.3,14.62,129.5,NA,42.16,5.32,
P23-208-W0-C,LakeviewWest,208,2023,,0.5,26.9,147.9,11.83,126.2,NA,77.31,7.04,
P23-208-W0-C,LakeviewWest,208,2023,,0.75,26,56.9,4.62,127.8,NA,107.71,7.06,
P23-208-W0-C,LakeviewWest,208,2023,,1,25.7,12.3,1.04,131.1,NA,175.09,8.55,
P23-208-W0-C,LakeviewWest,208,2023,,0.25,31,205.7,15.56,129.2,NA,63.34,6.26,
P23-213-F0-C,Forebay,213,2023,10:19,0,24.6,73.4,6.1,162.1,NA,105.97,2.49,
P23-213-F0-C,Forebay,213,2023,10:19,0.25,23.4,65.8,5.57,160.2,NA,148.2,3.29,
P23-213-S0-C,Strickers,213,2023,11:46,0,26.3,188.7,15.29,169.5,,84.92,24.22,
P23-213-S0-C,Strickers,213,2023,11:46,0.25,25.3,119.8,9.89,261.2,,104.39,24.33,
P23-213-S0-C,Strickers,213,2023,11:46,0.5,25.1,100.6,8.25,259.7,,122.86,23.32,
P23-213-S0-C,Strickers,213,2023,11:46,0.75,24.8,46,4.18,259.3,,124.04,21.45,
P23-213-S0-C,Strickers,213,2023,11:46,1,24.6,13.4,1.12,265.6,,215.76,28.75,
P23-213-T0-C,Tiedemans,213,2023,9:10,0,25.9,178.2,14.98,354.9,,69.9,14.35,
P23-213-T0-C,Tiedemans,213,2023,9:10,0.25,25.5,155.2,12.63,353,,113.73,14.84,
P23-213-T0-C,Tiedemans,213,2023,9:10,0.5,24.9,113.7,9.4,351.8,,104.32,14.36,
P23-213-T0-C,Tiedemans,213,2023,9:10,0.75,24.7,88.1,7.32,351.5,,95.84,13.45,
P23-213-T0-C,Tiedemans,213,2023,9:10,1,24.5,75.6,6.3,351.3,,83.21,13.66,
P23-216-F0-S,Forebay,216,2023,10:26,0,26.2,71.5,5.35,249.8,,94.89,2.26,
P23-216-S0-C,Strickers,216,2023,,0,28,221.1,17.56,299.7,,118.69,33.91,
P23-216-S0-C,Strickers,216,2023,,0.25,27.8,229,17.99,292.4,,121.83,31.1,
P23-216-S0-C,Strickers,216,2023,,0.5,27.6,193.4,14.4,276.8,,119.51,30.89,
P23-216-S0-C,Strickers,216,2023,,0.75,27.2,151.8,11.92,271.6,,167.68,30.8,
P23-216-S0-C,Strickers,216,2023,,1,26.7,58.4,4.69,276.1,,386.11,43.25,
P23-216-T0-C,Tiedemans,216,2023,9:18,0,26.9,148.3,11.9,355.8,,74.26,11.59,
P23-216-T0-C,Tiedemans,216,2023,9:18,0.25,26.8,136.4,10.85,355.6,,78.8,11.51,
P23-216-T0-C,Tiedemans,216,2023,9:18,0.5,26.7,105.8,8.45,355.4,,93.74,11.25,
P23-216-T0-C,Tiedemans,216,2023,9:18,0.75,26.6,102.7,8.28,355.2,,97.74,11.34,
P23-216-T0-C,Tiedemans,216,2023,9:18,1,26.6,90.5,7.35,355.9,,111.85,13.02,
P23-216-W0-C,LakeviewWest,216,2023,13:23,0,29.9,206.8,15.63,360.6,,73.53,10.46,
P23-216-W0-C,LakeviewWest,216,2023,13:23,0.25,29.6,209.8,15.96,359.3,,83.48,10.21,
P23-216-W0-C,LakeviewWest,216,2023,13:23,0.5,27.8,141.7,11.14,352.9,,95.78,12.13,
P23-216-W0-C,LakeviewWest,216,2023,13:23,0.75,27.2,74.2,5.49,346.8,,82.26,12.06,
P23-216-W0-C,LakeviewWest,216,2023,13:23,1,26.9,53.2,4.24,345.9,,121.71,11.96,
P23-216-W0-C,LakeviewWest,216,2023,13:23,1.25,26.8,35.4,2.75,343.1,,118.94,12.9,
P23-216-W0-C,LakeviewWest,216,2023,13:23,1.5,26.5,10.3,0.82,337.9,,137.18,13.55,
P23-222-F0-S,Forebay,222,2023,11:05,0,23.8,98,8.27,572,7.54,56.79,1.49,
P23-222-S0-C,Strickers,222,2023,12:19,0,26.1,92.2,15.27,309.8,10.24,109.76,43.25,
P23-222-S0-C,Strickers,222,2023,12:19,0.25,26,193.8,15.61,308.6,10.23,114.4,40.78,
P23-222-S0-C,Strickers,222,2023,12:19,0.5,25.9,185.3,15.27,305.1,10.1,124.26,39.26,
P23-222-S0-C,Strickers,222,2023,12:19,0.75,24.4,96.5,8.09,288.3,9.31,165.52,40.25,
P23-222-T0-C,Tiedemans,222,2023,9:24,0,23.9,82.1,6.91,377.7,8.6,59.71,12.08,
P23-222-T0-C,Tiedemans,222,2023,9:24,0.25,23.3,86.8,7.39,373.6,8.84,79.93,12.8,
P23-222-T0-C,Tiedemans,222,2023,9:24,0.5,23,23.2,1.99,376.3,7.11,91.7,12.53,
P23-222-T0-C,Tiedemans,222,2023,9:24,0.75,22.9,32.5,2.81,375.5,7.36,99.28,13.38,
P23-222-W0-C,LakeviewWest,222,2023,2:13,0,30.2,197.2,14.83,372.3,9.67,56.79,2.5,
P23-222-W0-C,LakeviewWest,222,2023,2:13,0.25,28.3,214.9,16.91,371,9.74,81.44,8.09,
P23-222-W0-C,LakeviewWest,222,2023,2:13,0.5,25,92.1,9.17,362.4,9.07,121.23,11.45,
P23-222-W0-C,LakeviewWest,222,2023,2:13,0.75,24.5,26.1,2.17,363.8,7.24,122.72,12.17,
P23-222-W0-C,LakeviewWest,222,2023,2:13,1,24.4,8,0.67,364.4,7.04,159.88,12.55,
P23-229-F0-S,Forebay,229,2023,,0,21.7,48.4,4.14,140,7.12,50.05,1.09,
P23-229-S0-C,Strickers,229,2023,,0,23.1,120.2,10.29,221.4,9.87,126.76,27.26,
P23-229-S0-C,Strickers,229,2023,,0.25,23.1,123.3,10.48,221.9,9.88,100.48,26.19,
P23-229-S0-C,Strickers,229,2023,,0.5,23.1,121.7,10.43,221.5,9.88,109.56,25.29,
P23-229-S0-C,Strickers,229,2023,,0.75,23,119.6,10.26,221.5,9.85,117.35,24.92,
P23-229-S0-C,Strickers,229,2023,,1,22.9,116.1,10.02,220.9,9.74,168.3,32.22,
P23-229-T0-C,Tiedemans,229,2023,,0,22.1,74.2,6.38,288.9,9.07,74.31,14.52,
P23-229-T0-C,Tiedemans,229,2023,,0.25,22.2,72.6,6.32,287.8,9.07,73.46,15.72,
P23-229-T0-C,Tiedemans,229,2023,,0.5,22.2,73.8,6.45,287.9,9.11,71.83,14.94,
P23-229-T0-C,Tiedemans,229,2023,,0.75,22.3,74.8,6.47,287.7,9.1,73.99,14.76,
P23-229-T0-C,Tiedemans,229,2023,,1,22.3,73.7,6.38,287.4,9.09,78.43,14.39,
P23-229-W0-C,LakeviewWest,229,2023,,0,25.7,159.7,13.4,214.6,9.91,58.66,9.95,
P23-229-W0-C,LakeviewWest,229,2023,,0.25,24.2,164.8,13.62,205.4,9.76,88.67,11.24,
P23-229-W0-C,LakeviewWest,229,2023,,0.5,23.3,139.8,11.92,201.1,9.52,121.44,12.03,
P23-229-W0-C,LakeviewWest,229,2023,,0.75,22.7,81.5,6.83,192.5,7.94,111.82,11.29,
P23-229-W0-C,LakeviewWest,229,2023,,1,22.4,69.7,5.97,189.1,7.62,102.75,10.59,
P23-229-W0-C,LakeviewWest,229,2023,,1.25,22.3,55.8,4.78,188.1,7.42,108.29,10.43,
P23-229-W0-C,LakeviewWest,229,2023,,1.5,22.2,30.2,2.63,172,7.15,121.79,10.66,
P23-233-S0-C,Strickers,233,2023,10:15,0,25.5,155.3,12.69,238.2,10.11,111.88,25.05,
P23-233-S0-C,Strickers,233,2023,10:15,0.25,25.2,119.1,9.7,228.5,9.82,128.17,25.3,
P23-233-S0-C,Strickers,233,2023,10:15,0.5,25,108.1,8.83,226.1,9.73,119.6,23.66,
P23-233-S0-C,Strickers,233,2023,10:15,0.75,24.9,69.6,5.72,221.7,9.28,141.23,25.13,
P23-233-S0-C,Strickers,233,2023,10:15,1,24.8,29.6,2.15,235.1,6.73,124.09,10.8,
P23-233-T0-C,Tiedemans,233,2023,9:00,0,24.7,65.6,5.39,300.5,8.89,63.78,13.76,
P23-233-T0-C,Tiedemans,233,2023,9:00,0.25,24.7,67,5.2,300.8,8.57,70.06,13.31,
P23-233-T0-C,Tiedemans,233,2023,9:00,0.5,24.5,39.8,3.31,303.2,7.71,80.32,13.4,
P23-233-T0-C,Tiedemans,233,2023,9:00,0.75,24.3,24.3,2.01,305.5,7.32,58.28,11.59,
P23-233-T0-C,Tiedemans,233,2023,9:00,1,22.4,4,0.34,309.4,6.94,118.53,20.88,
P23-233-W0-C,LakeviewWest,233,2023,11:00,0,26,157.4,12.89,242.7,9.76,28.84,5.18,
P23-233-W0-C,LakeviewWest,233,2023,11:00,0.25,25.9,165.2,13.42,243.1,9.71,43.68,7.48,
P23-233-W0-C,LakeviewWest,233,2023,11:00,0.5,24.5,106.7,8.59,236.7,8.52,98.72,10.81,
P23-233-W0-C,LakeviewWest,233,2023,11:00,0.75,24.2,71.4,7.7,236.5,7.61,92.83,12.12,
P23-233-W0-C,LakeviewWest,233,2023,11:00,1,23.6,17.8,1.33,247.2,6.83,276.83,21.47,
P23-240-F0-S,Forebay,240,2023,10:28,0,21.5,109.1,9.64,280.8,7.51,182.34,4.85,
P23-240-S0-C,Strickers,240,2023,,0,22.2,87.7,7.62,323.7,7.88,74.33,15.11,
P23-240-S0-C,Strickers,240,2023,,0.25,22.3,85.2,7.4,324,7.81,76.8,14.56,
P23-240-S0-C,Strickers,240,2023,,0.5,22.3,84.4,7.33,323.9,7.79,75.12,13.99,
P23-240-S0-C,Strickers,240,2023,,0.75,22.3,84.4,7.32,323.9,7.77,86.82,14.2,
P23-240-S0-C,Strickers,240,2023,,1,22.3,84.1,7.29,324.1,7.74,67.5,14.26,
P23-240-T0-C,Tiedemans,240,2023,,0,24.4,108.9,9.29,2.5,9.91,11.24,24.96,
P23-240-T0-C,Tiedemans,240,2023,,0.25,24.3,182.2,15.49,247.9,9.89,123.7,31.46,
P23-240-T0-C,Tiedemans,240,2023,,0.5,24.1,185.4,15.51,246.9,9.85,145.29,29.76,
P23-240-T0-C,Tiedemans,240,2023,,0.75,23.7,159.6,13.5,241.7,9.61,192.72,31.33,
P23-240-W0-C,LakeviewWest,240,2023,13:33,0,27.5,239,18.79,276.2,9.58,69.41,9.59,
P23-240-W0-C,LakeviewWest,240,2023,13:33,0.25,25.4,229.1,18.96,282.5,9.6,92.04,11.76,
P23-240-W0-C,LakeviewWest,240,2023,13:33,0.5,23.8,163.5,13.79,280.7,8.92,130.44,13.5,
P23-240-W0-C,LakeviewWest,240,2023,13:33,0.75,23.4,108.2,9.15,291.6,7.77,126.09,13.38,
P23-240-W0-C,LakeviewWest,240,2023,13:33,1,23.2,96.5,8.22,291.6,7.53,132.54,13.66,
P23-240-W0-C,LakeviewWest,240,2023,13:33,1.25,23.2,84.4,7.28,289.2,7.4,138.16,13.78,
P23-240-W0-C,LakeviewWest,240,2023,13:33,1.5,23.1,79.3,6.75,287.3,7.22,155.64,15.36,
P23-247-W0-C,LakeviewWest,247,2023,11:20,0,25.2,136.2,11.24,336.4,9.36,91.57,10.43,
P23-247-W0-C,LakeviewWest,247,2023,11:20,0.25,25,133.6,10.95,336.6,9.17,92.39,12.04,
P23-247-W0-C,LakeviewWest,247,2023,11:20,0.5,24.4,69.7,5.55,337.1,7.67,131.29,14.92,
P23-247-W0-C,LakeviewWest,247,2023,11:20,0.75,23.6,21.4,1.75,337.2,7.18,164.35,18.07,
P23-247-W0-C,LakeviewWest,247,2023,11:20,1,22.6,5.3,0.44,348.4,6.85,323.05,33.89,
P23-248-S0-C,Strickers,248,2023,10:33,0,25.3,109.2,8.98,252,9.78,144,40.4,
P23-248-S0-C,Strickers,248,2023,10:33,0.25,25.2,106,8.72,251.3,9.74,160,41.4,
P23-248-S0-C,Strickers,248,2023,10:33,0.5,25.2,102.6,8.42,250.9,9.71,155,39.7,
P23-248-S0-C,Strickers,248,2023,10:33,0.75,25.2,95,7.68,249.7,9.55,300,53,
P23-248-T0-C,Tiedemans,248,2023,9:11,0,25.3,76.5,6.28,342.6,9.32,68,13.4,
P23-248-T0-C,Tiedemans,248,2023,9:11,0.25,25.3,75.4,6.19,343,9.32,80,12.9,
P23-248-T0-C,Tiedemans,248,2023,9:11,0.5,25.3,75.6,6.2,343,9.32,86,12.5,
P23-248-T0-C,Tiedemans,248,2023,9:11,0.75,25.3,9,0.8,354.1,7.6,170,28.8,
P23-261-S0-C,Strickers,261,2023,9:49,0,18.7,90.7,8.46,249.5,9.35,276.73,60.77,
P23-261-S0-C,Strickers,261,2023,9:49,0.25,18.7,92.1,8.53,249.5,9.38,268.78,59.63,
P23-261-S0-C,Strickers,261,2023,9:49,0.5,18.5,76.1,7.07,249,9.07,313.13,59.85,
P23-261-S0-C,Strickers,261,2023,9:49,0.75,18.6,66.6,6.22,250.9,8.53,413.5,69.84,
P23-261-T0-C,Tiedemans,261,2023,8:50,0,17.7,31.9,3.04,432.6,7.53,91.97,19.98,
P23-261-T0-C,Tiedemans,261,2023,8:50,0.25,17.6,29.7,2.83,427.6,7.49,113.33,19.42,
P23-261-T0-C,Tiedemans,261,2023,8:50,0.5,17.6,25.5,2.43,440.3,7.43,98.39,17.54,
P23-261-T0-C,Tiedemans,261,2023,8:50,0.75,17.8,18.8,1.78,539,7.32,96.57,16.32,
P23-261-W0-C,LakeviewWest,261,2023,11:07,0,19.5,95.2,8.55,328.2,7.91,138.83,15.04,
P23-261-W0-C,LakeviewWest,261,2023,11:07,0.25,18.7,57.4,5.38,320.3,7.58,136.24,10.76,
P23-261-W0-C,LakeviewWest,261,2023,11:07,0.5,18.5,34.5,3.26,321.6,7.31,143.78,15.7,
P23-261-W0-C,LakeviewWest,261,2023,11:07,0.75,18.4,24.8,2.31,323.5,7.22,162.44,15.09,
P23-261-W0-C,LakeviewWest,261,2023,11:07,1,18.4,18.3,1.72,325.5,7.18,192.87,16.2,
P23-276-S0-C,Strickers,276,2023,11:30,0,22.1,129,11.29,200.2,9.94,267.96,46.53,
P23-276-S0-C,Strickers,276,2023,11:30,0.25,21.9,136,12.18,203,10.06,242.11,47.56,
P23-276-S0-C,Strickers,276,2023,11:30,0.5,21.9,124.6,10.87,199.4,9.87,277.33,46.65,
P23-276-S0-C,Strickers,276,2023,11:30,0.75,21.8,107.2,9.36,195.3,9.64,311.64,49.36,
P23-276-T0-C,Tiedemans,276,2023,10:00,0,21.7,49.3,4.32,311.5,7.65,101.84,14.22,
P23-276-T0-C,Tiedemans,276,2023,10:00,0.25,21.7,46.7,4.11,308.3,7.65,124.19,14.41,
P23-276-T0-C,Tiedemans,276,2023,10:00,0.5,20.9,17.1,1.46,309.6,7.35,152.96,14.81,
P23-276-T0-C,Tiedemans,276,2023,10:00,0.75,20.7,7.8,0.67,308.4,7.27,167.65,16.2,
P23-276-W0-C,LakeviewWest,276,2023,12:45,0,24.6,137,11.49,286.4,9.03,76.23,11.96,
P23-276-W0-C,LakeviewWest,276,2023,12:45,0.25,23.5,128.4,10.87,290.3,8.9,92.15,15.51,
P23-276-W0-C,LakeviewWest,276,2023,12:45,0.5,20.5,62.1,4.86,285.7,7.76,111.28,16.78,
P23-276-W0-C,LakeviewWest,276,2023,12:45,0.75,20,21.6,1.87,284.3,7.25,129.68,18.83,
